0.66,0.68,0.71,0.72,0.73
0.68,0.71,0.72,0.74,0.74
0.71,0.72,0.74,0.75,0.77
0.72,0.74,0.76,0.77,0.78
0.74,0.75,0.78,0.78,0.81
