0.54,0.96,0.94,0.92,0.9,0.88,0.88,0.88,0.88,0.88,0.88,0.88
0.84,0.96,0.94,0.92,0.9,0.4,0.42,0.42,0.42,0.42,0.42,0.42
0.68,0.96,0.92,0.9,0.86,0.38,0.4,0.42,0.42,0.42,0.42,0.42
0.62,0.92,0.88,0.86,0.78,0.34,0.36,0.38,0.38,0.38,0.38,0.38
0.54,0.88,0.88,0.86,0.76,0.4,0.38,0.38,0.38,0.38,0.38,0.38
0.44,0.8,0.8,0.78,0.7,0.36,0.36,0.36,0.36,0.36,0.36,0.36
0.5,0.72,0.72,0.72,0.68,0.4,0.36,0.38,0.38,0.36,0.36,0.36
0.42,0.74,0.72,0.7,0.66,0.38,0.34,0.36,0.38,0.38,0.36,0.34
0.44,0.7,0.68,0.66,0.62,0.34,0.34,0.34,0.34,0.34,0.34,0.34
0.38,0.66,0.64,0.62,0.58,0.32,0.32,0.3,0.3,0.3,0.3,0.3
0.46,0.62,0.6,0.58,0.52,0.28,0.28,0.3,0.28,0.28,0.28,0.28
0.38,0.62,0.6,0.6,0.54,0.3,0.3,0.34,0.32,0.34,0.34,0.34
0.32,0.62,0.62,0.6,0.56,0.28,0.32,0.32,0.3,0.3,0.32,0.32
0.3,0.58,0.6,0.58,0.52,0.28,0.3,0.32,0.32,0.28,0.28,0.28
0.3,0.54,0.56,0.56,0.52,0.32,0.32,0.34,0.36,0.34,0.32,0.32
0.3,0.54,0.54,0.54,0.52,0.36,0.3,0.32,0.38,0.36,0.38,0.36
0.28,0.52,0.56,0.56,0.5,0.32,0.34,0.32,0.34,0.36,0.32,0.3
0.26,0.52,0.52,0.52,0.5,0.32,0.32,0.3,0.34,0.36,0.34,0.32
0.26,0.5,0.5,0.5,0.5,0.36,0.36,0.32,0.34,0.32,0.34,0.34
0.26,0.5,0.5,0.5,0.46,0.42,0.32,0.3,0.32,0.34,0.3,0.3
0.26,0.5,0.5,0.48,0.46,0.32,0.38,0.4,0.34,0.32,0.32,0.3
0.24,0.52,0.5,0.48,0.44,0.3,0.4,0.34,0.38,0.32,0.32,0.34
0.24,0.5,0.5,0.48,0.44,0.3,0.34,0.4,0.34,0.38,0.38,0.34
0.24,0.5,0.48,0.46,0.44,0.4,0.26,0.36,0.28,0.32,0.34,0.34
0.24,0.48,0.48,0.46,0.42,0.38,0.34,0.32,0.32,0.32,0.3,0.3
0.22,0.48,0.48,0.46,0.42,0.38,0.34,0.3,0.3,0.36,0.32,0.36
0.22,0.48,0.46,0.46,0.42,0.32,0.28,0.3,0.34,0.32,0.32,0.34
0.2,0.46,0.46,0.42,0.4,0.34,0.34,0.26,0.28,0.3,0.3,0.32
0.2,0.46,0.44,0.42,0.38,0.3,0.28,0.26,0.24,0.34,0.3,0.3
0.2,0.46,0.44,0.42,0.38,0.36,0.28,0.22,0.26,0.28,0.24,0.28
0.2,0.46,0.44,0.42,0.38,0.34,0.26,0.26,0.26,0.28,0.28,0.3
0.2,0.46,0.44,0.42,0.38,0.3,0.3,0.2,0.26,0.22,0.26,0.28
0.2,0.46,0.44,0.42,0.38,0.3,0.26,0.26,0.22,0.24,0.22,0.22
0.2,0.44,0.44,0.42,0.38,0.28,0.26,0.24,0.28,0.26,0.24,0.28
0.2,0.44,0.44,0.42,0.38,0.3,0.32,0.18,0.24,0.24,0.28,0.26
0.2,0.42,0.44,0.42,0.36,0.36,0.32,0.26,0.3,0.26,0.26,0.28
0.2,0.38,0.42,0.42,0.38,0.32,0.3,0.26,0.26,0.26,0.3,0.3
0.2,0.38,0.4,0.4,0.34,0.32,0.24,0.26,0.28,0.24,0.26,0.3
0.18,0.38,0.4,0.38,0.36,0.32,0.28,0.3,0.24,0.28,0.24,0.3
0.18,0.38,0.4,0.38,0.32,0.28,0.3,0.26,0.24,0.24,0.26,0.3
0.18,0.36,0.4,0.38,0.32,0.28,0.26,0.3,0.26,0.28,0.28,0.3
0.18,0.36,0.4,0.38,0.34,0.26,0.16,0.26,0.28,0.24,0.26,0.26
0.16,0.36,0.38,0.38,0.34,0.26,0.22,0.22,0.26,0.26,0.26,0.26
0.16,0.36,0.38,0.38,0.32,0.22,0.24,0.24,0.2,0.16,0.2,0.22
0.16,0.36,0.36,0.36,0.32,0.28,0.16,0.22,0.2,0.18,0.2,0.26
